Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.6407608014241934,-1.487861703490623,-1.1251861017311617,0.3888189102637133,-1.1738733263060288,1.1126343052033019,-0.071120290830336,0.08559470394452544,-0.27837296760789404,0.7728478385437232,0.7831598877770107,0.3350543519121714,0.5647891059076481,-0.21208966992042563,0.5422030069090485,-0.33787777547380676,0.0022316221624020006,-0.27464374936629743,-0.4572185393191959,-0.6891117977217902,0.4676901038588855,1.3106059128134633,1.1711019716695594,-1.2565653359454354,1.2892030514068733,-0.31815850161792886,0.6007330151455916,-0.906215332047211,0.14197991387400533,8.525311135805634,0
0.7752960137863008,0.3137231828969071,-1.4846047919196528,0.6082671663441893,1.3459350078383152,-0.17464794568162792,1.360168130828013,-0.18969349345240752,0.8495845310466172,-2.2185699659510996,2.4187777793134635,1.495458245242957,-0.2846255042536789,-1.972089026643818,0.28802836830548917,-1.4439255470737569,0.444853537557488,0.4115657191642819,-0.9414031690020248,1.1209670236143776,0.8055747028061735,0.9758233372885634,0.008857703668895378,-1.4155240669137066,0.9778722722111376,-0.27037139913579117,-1.389780143192669,1.352039365974326,2.0994075205025093,18.894772306518067,0
0.7899249282928503,-0.041248128979203026,2.159121154603292,0.09131472861134962,-0.38045590416635117,-0.6304584541854775,1.6370824079927424,-0.7801438813877718,0.7352693099749874,-0.5591638350592083,-0.4603067625743631,1.030249693969567,-0.38003684628935364,-0.4047953794202932,1.1328046971748071,1.5973972932216232,0.6446898032842333,-0.6547697756239492,-0.5106084992975795,0.07991526374003749,0.32093006192565754,-0.9878659101397719,0.7230379395798638,0.08551332963959903,-1.7157083186381294,-0.9289264824607304,-0.5041286736516637,-0.07285768884105508,1.889278795503996,12.926689564431662,0
1.463761775710528,0.23817130613962828,-0.8407718898986251,0.22063080430716323,-0.35208774745388094,0.32475823953354177,0.5805676870356148,1.209230647223938,-0.024286495670025846,1.6389605275998331,0.9080226625361912,-0.7074395448121878,2.209855665748464,0.32699451327009765,-0.8351245039722351,1.6529130512304218,2.0777775851984446,-0.03302526371956056,-0.5036502603755963,-0.17237495745366196,0.7147317275176998,1.277856655030514,0.5704873308635735,0.10172320847176979,1.4980117703044276,-0.3128364730515222,1.030919338366907,-0.2880627983512786,0.43102295801089313,48.83139863288479,0
1.4782911683321587,-0.11356256479045149,-0.05585218265281086,-0.3773865174622099,1.3448540311806945,-0.7329260381085351,-0.7402322525487084,2.1209935658451093,0.9778475646543314,-2.3851136986930364,-0.5652587392104036,-1.8119893375620542,-0.9506906934152551,-3.1385146662340397,-0.13698957769394238,-1.1419418191613115,0.059905256796438384,-1.6251212588825248,0.08291185317203993,-0.4149162781203273,1.5019529651885957,1.411356861745625,0.785345603010283,-0.3266137806612126,1.9853803952602933,-1.5530352778398206,-1.4035586295636626,-0.08378309988906465,2.254038108921119,19.02618318812674,0
1.750694457539437,-0.20233890687008754,-0.18324524320928193,-1.4419103561118092,0.9459295852703784,0.9531762543293538,0.7890752013999099,-0.6292206728473624,-0.7067067683730057,-1.2931222504049704,0.08387250176093364,-1.0804073292785017,-1.1774165052492886,-0.42369071691067595,-0.48915617518421617,-0.5379785288219551,0.4664445968402613,0.07904780215027922,-0.28815603051111766,0.18301292831148205,-0.9915270411046322,0.10527862390967795,0.15060249284463378,-1.5030468593574806,0.995693754370362,-0.8814337052269955,0.09030979920643496,1.1644117405352703,0.9256767577138694,33.20983398902712,0
2.862389474554718,0.03433338856883548,-0.36249900288206854,0.9475119085755672,0.6746949778086199,-0.61836502004413,-0.7948936470016904,-2.072355181695998,0.1540318416835874,-0.08269774501839869,1.1361913746425423,0.3590550934803667,1.3342291941726905,-0.6973642279161708,1.1381503309676184,-0.5289163791046552,0.7775960617922721,-1.4587583925306935,0.23513529936618852,-1.98468794144591,-0.2671374859417547,0.4403539938779136,-0.5209685512310958,-1.0504376287559674,0.8461184692959337,-0.10346278984692345,-0.4895706470306716,0.04189592115427648,2.6366691419455885,26.710055773257242,0
3.547960111435799,1.1535028497815438,1.1625736681878402,0.435546318992364,0.16648527257714707,-2.3960822883304163,-0.6789803464631321,-0.4805744132024745,-1.874892064047533,-1.1574157902154336,-1.980836470922634,-0.038323835697372494,0.8187659708488161,1.1067745186243287,0.41478446207924113,-0.963396341198569,-1.9320651585199595,-1.756868699401502,-1.2689825772544985,-0.8888596980356747,-0.15974849799158664,-1.0141642181269683,0.3389758936682615,-0.23227350279947281,0.0105457117410256,1.1402505526712048,-1.18023173420037,0.41870457829236835,-0.013973228476073308,69.3103884294187,0
4.825424196592204,-0.33348628096969524,0.8852563208659603,0.8790141545570074,-0.9464907959884281,-0.1821605838579241,0.28121168258406537,-0.2730067480225845,0.5850213322877983,0.2811920179102754,1.8325612403560125,-1.5302791359297876,-0.12243598974739747,-0.9085025115121911,0.6041074554390441,-1.6171718900455445,0.3463127102248866,-0.6300484313483411,-0.7341618661210141,-1.4464982035406873,-0.46507594620100606,1.0845005302909256,-0.02518868352947947,0.6276804178744745,1.664641821966275,0.2637555848225758,-0.5587995720623407,0.4672522151827898,-0.5442961463142919,14.880071223936966,0
5.510627477176323,-0.5044226832971694,-1.5198927996189848,0.9262574910843923,-0.3860025756494393,0.18209824581586204,-1.0359619286066395,0.43594762971547235,-0.7619412381350837,-0.14170872170182425,0.8778260312391258,0.7907593122325293,-0.022030072516940464,-1.7681310327067183,2.9928105700606413,1.745858970273136,0.7226748248882985,-0.7532037815909708,-0.11359216170196468,-0.5434204297765169,1.2638559390963884,0.2625028908518338,-0.7841638583598328,-0.470755099124782,1.1211881425699046,1.6000978468204783,1.5283315634862455,0.7570320650539775,-0.2526248688026368,14.029480883393026,0
